Name,id
Lee Johnson,2532
Kelvin Ransey,2533
Bill Hanzlik,2534
Dewayne Scales,2535
Art Collins,2536
Kenny Natt,2537
Wally Rank,2538
Monti Davis,2539
Carlos Terry,2540
Jamesearl Ray,2541
Ronnie Lester,2542
Tony Price,2543
Wayne Kreklow,2544
Andrew Toney,2545
Scott Lloyd,2546
Ron Davis,2547
Tony Jackson,2548
Dick Miller,2549
Myles Patrick,2550
Edgar Jones,2551
Michael Wiley,2552
Ron Valentine,2553
Jeff Wilkins,2554
John Stroud,2555
Norman Black,2556
David Britton,2557
Keith McCord,2558
Andre McCarter,2559
Lewis Brown,2560
Mel Bennett,2561
Frankie Sanders,2562
Jacky Dorsey,2563
Ed Lawrence,2564
Jeffrey Crompton,2565
Clarence Kea,2566
Bill Mayfield,2567
Peter Verhoeven,2568
Franklin Edwards,2569
Mickey Dillard,2570
Roger Burkman,2571
Joe Cooper,2572
Ray Tolbert,2573
Charles Bradley,2574
Tracy Jackson,2575
Charlie Davis,2576
Garry Witts,2577
Kevin Loder,2578
Gene Banks,2579
Bobby Cattage,2580
Howard Wood,2581
Elston Turner,2582
Jay Vincent,2583
Kevin McKenna,2584
Hank McDowell,2585
Samuel Williams,2586
Danny Vranes,2587
Ed Rains,2588
Rudy Macklin,2589
Jim Smith,2590
John Douglas,2591
Jeff Lamp,2592
Alex Bradley,2593
Ray Blume,2594
Mike McGee,2595
Craig Dykema,2596
John McCullough,2597
David Burns,2598
Kurt Nimphius,2599
Lewis Lloyd,2600
Jim Brogan,2601
Glenn Hagan,2602
Petur Gudmundsson,2603
Mark Radford,2604
Al Wood,2605
Kevin Stacom,2606
Steve Hayes,2607
Kenny Dennard,2608
Rich Yonakor,2609
Larry Spriggs,2610
Brad Branson,2611
Clay Johnson,2612
Carl Bailey,2613
Rock Lee,2614
Edmund Sherod,2615
Eddie Phillips,2616
Richard Anderson,2617
David Thirdkill,2618
Rory White,2619
Jerry Eaves,2620
Brook Steppe,2621
Audie Norris,2622
Bruce Flowers,2623
Dave Magley,2624
Darren Tillis,2625
Jeff Taylor,2626
Chris Engler,2627
Clark Kellogg,2628
Bryan Warrick,2629
Rob Williams,2630
Bill Garnett,2631
Vince Taylor,2632
Marc Iavaroni,2633
Mitchell Anderson,2634
Russ Schoene,2635
Dave Batton,2636
Rickey Williams,2637
Walker Russell,2638
Jim Zoet,2639
Keith Edmonson,2640
Steve Lingenfelter,2641
Guy Morgan,2642
Jose Slaughter,2643
Linton Townes,2644
Jim Johnstone,2645
Oliver Robinson,2646
Willie Jones,2647
Corny Thompson,2648
Dwight Anderson,2649
John Cox,2650
Charlie Pittman,2651
John Greig,2652
Joe Kopicki,2653
Michael Davis,2654
Moses Malone,2655
Howard Carter,2656
Bruce Kuczenski,2657
John Pinone,2658
Darren Daye,2659
Mike Wilson,2660
Scooter McCray,2661
Pace Mannion,2662
Paul Thompson,2663
Granville Waiters,2664
Leroy Combs,2665
Sidney Lowe,2666
Steve Stipanovich,2667
Kevin Williams,2668
John Garris,2669
Stewart Granger,2670
Carlos Clark,2671
Leo Rautins,2672
Rod Foster,2673
Dane Suttle,2674
Darrell Lockhart,2675
Mark Jones,2676
Larry Micheaux,2677
Mike Gibson,2678
Ken Austin,2679
Tom Piotrowski,2680
Russell Cross,2681
Wallace Bryant,2682
Bob Miller,2683
Brant Weidner,2684
Cory Blackwell,2685
Mel Turpin,2686
Chuck Aleksinas,2687
Othell Wilson,2688
Peter Thibeaux,2689
Michael Holton,2690
Wayne Sappleton,2691
Tom Sewell,2692
Kenny Fields,2693
Devin Durrant,2694
Ozell Jones,2695
Lancaster Gordon,2696
Bernard Thompson,2697
Charles Jones,2698
Tom Scheffler,2699
Willie White,2700
Guy Williams,2701
Charlie Sitton,2702
Terence Stansbury,2703
Rick Carlisle,2704
Dale Wilkinson,2705
Jay Murphy,2706
Tom Sluby,2707
Earl Jones,2708
Ralph Jackson,2709
Ron Cavenall,2710
John Schweitz,2711
Michael Young,2712
David Pope,2713
Kent Edelin,2714
Butch Graves,2715
Dirk Minniefield,2716
Lorenzo Charles,2717
Perry Moss,2718
Carey Scurry,2719
Steve Harris,2720
Carl Henry,2721
David Cooke,2722
Ron Crevier,2723
Bill Martin,2724
Dwayne McClain,2725
Yvon Joseph,2726
Uwe Blab,2727
Mike Phelps,2728
Alfredrick Hughes,2729
Ken Johnson,2730
Pete Williams,2731
Kenny Green,2732
Brian Martin,2733
Mike Brittain,2734
Fred Cofield,2735
Georgi Glouchkov,2736
Greg Stokes,2737
Voise Winters,2738
Keith Lee,2739
Harold Keeling,2740
Claude Gregory,2741
Jeff Cross,2742
Chris McNealy,2743
Ben McDonald,2744
Jerome Henderson,2745
Derrick Rowland,2746
Nick Vanos,2747
Ken Green,2748
Myron Jackson,2749
Mo Martin,2750
Anthony Jones,2751
Fernando Martin,2752
Walter Berry,2753
Keith Smith,2754
Dwayne Washington,2755
Mckinley Singleton,2756
Grant Gondrezick,2757
Chris Washburn,2758
Bruce Douglas,2759
Johnny Rogers,2760
Cedric Henderson,2761
Conner Henry,2762
Dwayne Polee,2763
Steffond Johnson,2764
Adrian Branch,2765
Harold Pressley,2766
Forrest McKenzie,2767
Curtis Kitchen,2768
Jim Lampley,2769
Dennis Nutt,2770
Cozell McQueen,2771
Perry Young,2772
Kevin Henderson,2773
Joe Binion,2774
Ron Rowan,2775
Brad Wright,2776
Ralph Lewis,2777
John Stroeder,2778
Nikita Wilson,2779
Dallas Comegys,2780
Jamie Waller,2781
Andre Moore,2782
Martin Nessley,2783
Norris Coleman,2784
Chris Welp,2785
Nate Blackwell,2786
Joe Arlauckas,2787
Michael Jackson,2788
Clinton Wheeler,2789
Ron Moore,2790
Tony White,2791
Kannard Johnson,2792
Winston Crite,2793
Rickie Winslow,2794
Brian Rowsom,2795
Billy Donovan,2796
Ronnie Murphy,2797
Scott Roth,2798
Ricky Wilson,2799
Dave Henderson,2800
Phil Zevenbergen,2801
Eddie Hughes,2802
Eric White,2803
Mark Wade,2804
Richard Rellford,2805
Richard Morton,2806
Mark Davis,2807
Wayne Englestad,2808
Rolando Ferreira,2809
Dominic Pressley,2810
Anthony Taylor,2811
Sylvester Gray,2812
Ben Gillery,2813
Ricky Berry,2814
Ramon Rivas,2815
Keith Smart,2816
Shelton Jones,2817
Jose Ortiz,2818
Fennis Dembo,2819
Todd Mitchell,2820
Robert Lock,2821
Michael Anderson,2822
Bill Jones,2823
Jim Rowinski,2824
Mike Champion,2825
Randy Allen,2826
Orlando Graham,2827
Robert Rose,2828
Barry Sumpter,2829
Terry Dozier,2830
Ed Horton,2831
Torgeir Bryn,2832
Jay Taylor,2833
Stanley Brundy,2834
Dyron Nix,2835
Leonard Taylor,2836
Steve Bucknall,2837
Eric Johnson,2838
Mel McCants,2839
Gary Voce,2840
Nate Johnston,2841
Jeff Lebo,2842
Zarko Paspalj,2843
Dexter Shouse,2844
Mike Morrison,2845
Doug Roth,2846
Mike Williams,2847
Jay Edwards,2848
Raymond Brown,2849
Dee Brown,2850
Larry Bird,2851
Reggie Lewis,2852
Ed Pinckney,2853
Kevin McHale,2854
Joe Kleine,2855
Kevin Gamble,2856
Brian Shaw,2857
Dave Popson,2858
Robert Parish,2859
Brad Daugherty,2860
Chucky Brown,2861
Craig Ehlo,2862
Danny Ferry,2863
Derrick Chievous,2864
Gerald Paddio,2865
"Hot Rod,Williams",2866
Spud Webb,2867
Jerry Reynolds,2868
Mark Aguirre,2869
Fred Roberts,2870
John Stockton,2871
Eddie Johnson,2872
Terry Porter,2873
Mike Woodson,2874
Jim Thomas,2875
Brad Davis,2876
Orlando Woolridge,2877
Chris Mullin,2878
Rony Seikaly,2879
Harvey Grant,2880
Chuck Person,2881
Detlef Schrempf,2882
George McCloud,2883
Greg Dreiling,2884
Kenny Williams,2885
LaSalle Thompson,2886
Micheal Williams,2887
Mike Sanders,2888
Randy Wittman,2889
Reggie Miller,2890
Rik Smits,2891
Vern Fleming,2892
Chris Dudley,2893
Chris Morris,2894
Derrick Coleman,2895
Derrick Gervin,2896
Jack Haley,2897
Jud Buechler,2898
Kurk Lee,2899
Lester Conner,2900
Mookie Blaylock,2901
Reggie Theus,2902
Sam Bowie,2903
Tate George,2904
Bo Kimble,2905
Charles Smith,2906
Gary Grant,2907
Jeff Martin,2908
Ken Bannister,2909
Ken Norman,2910
Loy Vaught,2911
Tom Garrick,2912
Winston Garland,2913
Antoine Carr,2914
Bill Wennington,2915
Bob Hansen,2916
Duane Causwell,2917
Eric Leckner,2918
Lionel Simmons,2919
Ralph Sampson,2920
Rory Sparrow,2921
Steve Colter,2922
Wayman Tisdale,2923
B.J. Armstrong,2924
Bill Cartwright,2925
Cliff Levingston,2926
Craig Hodges,2927
Dennis Hopson,2928
Horace Grant,2929
John Paxson,2930
Michael Jordan,2931
Scott Williams,2932
Scottie Pippen,2933
Stacey King,2934
Will Perdue,2935
Brian Oliver,2936
Charles Barkley,2937
Hersey Hawkins,2938
Jayson Williams,2939
Johnny Dawkins,2940
Manute Bol,2941
Mike Gminski,2942
Rick Mahorn,2943
Rickey Green,2944
Ron Anderson,2945
Armen Gilliam,2946
Dave Hoppen,2947
Dell Curry,2948
J.R. Reid,2949
Johnny Newman,2950
Kelly Tripucka,2951
Kendall Gill,2952
Kenny Gattison,2953
Muggsy Bogues,2954
Rex Chapman,2955
Brian Quinnett,2956
Charles Oakley,2957
Eddielee Wilkins,2958
Gerald Wilkins,2959
Jerrod Mustaf,2960
Kiki Vandeweghe,2961
Mark Jackson,2962
Maurice Cheeks,2963
Patrick Ewing,2964
Mark Bryant,2965
Dana Barros,2966
Derrick McKey,2967
Gary Payton,2968
Michael Cage,2969
Olden Polynice,2970
Quintin Dailey,2971
Sedale Threatt,2972
Shawn Kemp,2973
Xavier McDaniel,2974
Tree Rollins,2975
Pervis Ellison,2976
Stuart Gray,2977
Trent Tucker,2978
Frank Kornet,2979
David Greenwood,2980
David Robinson,2981
Paul Pressey,2982
Reggie Williams,2983
Sean Elliott,2984
Sean Higgins,2985
Sidney Green,2986
Terry Cummings,2987
Tony Massenburg,2988
A.C. Green,2989
Byron Scott,2990
Elden Campbell,2991
James Worthy,2992
Larry Drew,2993
Magic Johnson,2994
Mychal Thompson,2995
Sam Perkins,2996
Terry Teagle,2997
Vlade Divac,2998
John Shasky,2999
Randy White,3000
Steve Alford,3001
Greg Butler,3002
Steve Scheffler,3003
Les Jepsen,3004
Mike Smrek,3005
Danny Manning,3006
Mark McNamara,3007
Steve Kerr,3008
Kennard Winchester,3009
Rick Calloway,3010
Travis Mays,3011
Trevor Wilson,3012
Tony Brown,3013
Randolph Keys,3014
Benoit Benjamin,3015
Byron Dinkins,3016
Dwayne Schintzius,3017
Kenny Payne,3018
Greg Grant,3019
Tony Smith,3020
Nate McMillan,3021
Rod Strickland,3022
Mahmoud Abdul-Rauf,3023
Scott Meents,3024
Jim Petersen,3025
Bob Thornton,3026
Drazen Petrovic,3027
Kurt Rambis,3028
Jon Koncak,3029
Stojko Vrankovic,3030
Cedric Ball,3031
Andrew Lang,3032
Bart Kofoed,3033
Jim Farmer,3034
Dave Corzine,3035
Buck Johnson,3036
Milos Babic,3037
Negele Knight,3038
Willie Anderson,3039
Andre Turner,3040
Ledell Eackles,3041
Jim Grandholm,3042
Kelvin Upshaw,3043
Leon Wood,3044
Terry Mills,3045
Darnell Valentine,3046
Morlon Wiley,3047
Irving Thomas,3048
John Starks,3049
Pete Myers,3050
Keith Askins,3051
Anthony Bonner,3052
Dale Ellis,3053
Pat Cummings,3054
Kenny Walker,3055
Mario Elie,3056
Anthony Mason,3057
Tim Legler,3058
Dan O'Sullivan,3059
Dan Godfread,3060
Henry James,3061
Jim Les,3062
Paul Mokeski,3063
Earl Cureton,3064
Anthony Frederick,3065
Jawann Oldham,3066
Jeff Sanders,3067
Scott Haffner,3068
John Long,3069
Ron Harper,3070
Tony Harris,3071
Clifford Lett,3072
Clinton Smith,3073
John Williams,3074
Craig Neal,3075
Mike Higgins,3076
"Joe Barry,Carroll",3077
Gerald Henderson,3078
Everette Stephens,3079
Charles Smith,3080
David Wingate,3081
Tony Dawson,3082
Gary Leonard,3083
A.J. Wynder,3084
Adrian Dantley,3085
Derek Smith,3086
Vincent Askew,3087
Robert Reid,3088
Gary Trent Jr.,3089
Jaron Blossomgame,3090
Brandon Goodwin,3091
Haywood Highsmith,3092
